Column1,Column2
TXT0477,"calon presiden (capres) nomor urut 3, ganjar pranowo mengaku terharu ketika blusukan ditawarkan memasang alat peraga kampanye di rumah masyarakat ganjar mahfud hebat #coblos3 #3gm #ganjarmahfudm3nangdebat #waktunyaprabowo https://t.co/38mwrqhjdq"
TXT0478,perhatian pak ganjar terhadap prajurit tni au jangan asal beli pesawat patut diacungi jempol. tentu pak ganjar gak mau mengulang kesalahan pembelian sukhoi di th 2003 saat era ibu presiden megawati. pembelian 2 pesawat su-27 sk dan 2 pesawat su-30mk senilai us$193 juta dinilai bermasalah karena melanggar uu apbn yg mana pembeliannya dilakukan rini sumarno orang kepercayaan ibu megawati yg saat itu menjabat menteri perindustrian. pembelian alutsista itu menjadi sorotan karena tanpa diketahui menteri pertahanan matori abdul djalil dan menteri keuangan boediono. dalam keterangannya di dpr-ri saat itu rini soemarno langsung melapor ke presiden megawati masalah makin ruwet karena kasus sukhoi ini juga menyeret dugaan ada peran menantu megawati yakni happy hapsoro akibat panja komisi 1 dpr-ri berkali-kali menyebut keterlibatan happy dan dia bantah. [re mazzini_gsp]
TXT0479,bukankah pak anies beli mobdin bekas beliau pakai dulu saat jadi gubernur dki? apakah sudah dilaporkan dalam lhkpn?
TXT0480,"ganjar-mahfud benar-benar menjadi harapan bagi pengusaha kecil. dukungan mereka pada umkm dengan e-katalog dan alokasi anggaran, benar-benar luar biasa. @choco19529526 happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/ex2gjnlqe2"
TXT0481,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/dm5pa1jtog
TXT0482,"dituding menyesatkan, anies ingatkan prabowo: jangan emosional dalam hadapi persoalan negara https://t.co/42rcsqew77 [re oposisicerdas]"
TXT0483,respons timnas amin soal kans gabung kubu ganjar-mahfud jika pilpres berjalan dua putaran https://t.co/uwntjw7hqx [re oposisicerdas]
TXT0484,berkelas!...komitmen pak anies untuk memberantas korupsi di negara ini..rabu 17 januari 2024 https://t.co/dzos9cmetb [re yurissa_samosir]
TXT0485,pasangan duet capres cawapres ganjar pranowo  dan prof mahfud md lagi fokus bikin regulasi hukum yang gak bikin investor mikir dua kali untuk masuk indonesia!jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/9dlozrx5co
TXT0486,"saran dari aku yang mulai condong mendukung anies kepada para pendukung anies lainnya.berhenti annoying dengan bertindak defensif berlebihan. anies baswedan mengutamakan kebebasan berpendapat, jadi hormati saja pendapat orang lain. kalau ada hoax, tanggapi dengan santai dan jangan marah-marah. sebagai pendukung, berikanlah cerminan orang yang kalian dukung.kenapa ini harus dilakukan?karena pendukung kubu sebelah suka menggoreng pendukung anies yang tak mencerminkan kebebasan berpendapat, sumbu pendek, dan gampang marah. jadi, jangan mau dimanfaatkan.buktikan kalau pendukung anies adalah pendukung yang elegan. elegan, ya, bukan eksklusif yang merasa seolah-olah pilihan kita paling benar dan kita adalah manusia paling berwawasan. tetap rendah hati dan terima perbedaan; sejauh apapun bedanya. [re dayatpiliang]"
TXT0487,'@geiszchalifah .....itu tugas partai elu @cheryltanzil memperjuangkan nasib mereka yg diperlakukan secara tidak adil...jangan cuma nyalahin gubernur anies yg sudah selesai masa tugasnya....
TXT0488,"ãƒâ°ã‚å¸ã‚å¡ã‚â€°  kesejahteraan indonesia di masa mendatang , pilih ganjar pranowo dan mahfud mdãƒâ€šã‚â  ãƒâ€šã‚â  pilihanumat jnk temanganjar kampanye pilpres2024 atikohibunegaraãƒâ€šã‚â  ganjar mahfud hebat #coblos3 #3gm #nazarpemilu #ganjarmahfudm3nangdebat https://t.co/n4z5g9tz1f"
TXT0489,aksi nyata. pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit 35% untuk koprasi dan umkm. mari bersama sukseskan bisnis lokal. nct wish #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/0ikj6j1rwj
TXT0490,"kampanye di kendari, anies tidak ingin rakyat diperas jadi buruh murah di perusahaan asing https://t.co/dtbyceyhxd [re oposisicerdas]"
TXT0491,"anggota dprd dari psi bilang pak anies gk kerja sama sekali, langsung di skakmat staff gubernurnya pak anies. https://t.co/s0e08g1h87 [re relawanpride]"
TXT0492,peningkatan anggaran riset dan inovasi menjadi 1% dari pdb pada tahun 2029 akan menjadikan ganjar-mahfud sebagai pilihan yang tepat. @shikuzakatomo happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/3nuvrvhgwl
TXT0493,"kenapa waktu jaman pak anies, beliau nggak pernah ngeluh anggaran jakarta tidak cukup?padahal waktu itu covid 19 melanda ãƒâ°ã‚å¸ã‚â¤ã‚â€inilah kehebatan pak anies, pengelolaan anggarannya berarti pas ãƒâ°ã‚å¸ã‚â€˜ã‚âãƒâ°ã‚å¸ã‚ëœã‚å  https://t.co/oyjoaotjpa [re mdy_asmara1701]"
TXT0494,"ganjar di sini paling keren dan memahami sih sob. kongkrit dan terukur.pertanyaan 6. globalisasi. strategi promosi budaya populer nusantara untuk pertumbuhan ekonomiabwalokasi sd yang cukup di kebudayaan. dipandang sbg investasi. kuliner, seni, film tumbuh dan dibawa global"
TXT0495,'@zarryhendrik padahal pertanyaan2 anies bisa dijawab dengan mudah oleh prabowo karena dia yg pegang menhan 4 tahun ini. disinggung kesejahteraan tni malah plonga plongo. disenggol food estate pundung.emang kosong! silakan lanjut cebokin zar
TXT0496,"kawasan ekonomi khusus bakal jadi kekuatan baru, terutama buat investasi, ganjar mahfud mantap! @leongleong07 happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/gfzyyg7gcq"
TXT0497,"capres nomor urut 02 prabowo subianto yakin banget kalo ningkatin kualitas hidup para penyelenggara negara bisa neken kasus korupsi di indonesia. omongan ini belio sampein di acara paku integritas di kantor kpk, semalem, rabu (17/1). https://t.co/ge8gornbev #cnnindonesia https://t.co/gjk7fb8u9n [re cnnindonesia]"
TXT0498,'@konohatami28877 @budi83236750515 @lisaamartatara6 @prabowo fakta korupsinya sudah didapat belumkan gw reply karena gw pingin tau kalo emang ada buktinya
TXT0499,"sekretaris dewan pakar timnas amin, wijayanto samirin sebut anies-muhaimin akan menghapus pph untuk kelompok tertentu agar pajak menjadi stimulus pergerakan ekonomi. https://t.co/nvwu40fw2l [re kumparan]"
TXT0500,"'@ganjarpranowo @mohmahfudmd terima kasih ganjar, karena responsif dan proaktif dalam mengatasi permasalahan masyarakat, menciptakan kesejahteraan bersama."
TXT0501,"pemimpin berintegritas, ganjar pranowo prof mahfud memastikan pemerintahannya bebas korupsi. menciptakan lingkungan yang bersih dari praktik-praktik yang merugikan rakyat.jnk18e1. #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/r9w3oyph0e"
TXT0502,"ganjar-mahfud, mari jadikan olahraga sebagai sarana untuk mempererat persatuan. @sibas_ilham happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/gqd2liughx"
TXT0503,"'@resty_j_cayah @prabowo @gerindra @andre_rosiade debat pertama pak prabowo sudah menyatakan, kalau dia jadi pemimpin adalah untuk memajukan bisnis nya, kalau tidak jadi pemimpin bisnisnya akan mandek ãƒâ°ã‚å¸ã‚â¤ã‚â£ãƒâ°ã‚å¸ã‚â¤ã‚â£  benar mau dipilih lagi ?"
TXT0504,"'@ajengcute16__ @jokowi @prabowo anggaran apbn ini duit rakyat, dipake agenda kampanye dgn tim sukses hadir. paraaaaahhhhh"
TXT0505,ganjar-mahfud akan mempromosikan investasi dalam energi terbarukan. @pitaz13 happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/1sifc8j13i
TXT0506,"'@cuitcuap_ masbowogbran pastinya paling paham, bagaimana cara investasi semangat yg bagkitan semangat rakyat utk sejahterain indonesia kita.#banyakygbalikke02karenahati baikpakbowo@prabowo @prabowogibran02 https://t.co/jxb41jq9jk"
TXT0507,""" kiki_daliyo  ganjar pranowo pak ganjar mampu menjaga dan merawat nilai2 pancasila  #mahfud hebat #mahfudlebihbaik3 #ganjarmahfud2024 #3mandatganjarmahfud #l3bihbaik happy new year"
TXT0508,aksi nyata. pasangan capres cawapres ganjar pranowo mahfud md perjuangkan kredit 35% untuk koprasi dan umkm. mari bersama sukseskan bisnis lokal. nct wish #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/lhbco9svcz
TXT0509,analisis tajam rocky gerung ungkap kolaborasi anies-ganjar hadapi kecurangan jokowi di pilpres 2024 https://t.co/uckw5hynfn [re oposisicerdas]
TXT0510,mantan pimpinan kpk: anies capres paling minim risiko korupsihttps://t.co/xc2hsnfknu [re geloraco]
TXT0511,ganjar-mahfud akan memastikan kolaborasi efektif antara pemerintah dan swasta untuk memajukan riset dan inovasi. @sdesfiani happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/8quejgwl53
TXT0512,"program susu gratis tuai kecaman, prabowo beberkan bakal impor 1,5 juta sapi dari india https://t.co/rjewjqm6he"
TXT0513,"'@afutami @ganjarpranowo i love how pak anies influence other to do positive things. respect buat pak ganjar membuktikan dirinya juga menjunjung tinggi demokrasi.kalo kubu sebelah melakukan sgala cara agar menang, doa gue smoga tuhan yang turun tangan di pemilu kali ini. [re khairinoona]"
TXT0514,ternyata acara desak anies itu sudah di lakukan dari semenjak beliau jadi gubernur dki..jd fix ya bukan hnya saat pilpres aja. https://t.co/e90ghkixin [re sylvi4angraini]
TXT0515,"baliho prabowo -gibran menutupi icon ""selama datang kota batam "" coba @bawaslu_ri tolong di tindak karena ini sudah jelas pelanggaran karena memasang baliho di icon "" selamat datang kota batam "" .... https://t.co/hrwiqt3tk3 [re yurissa_samosir]"
TXT0516,'@ganjarpranowo @mohmahfudmd pak ganjar menyoroti kesejahteraan guru ngaji karena beliau menyadari bahwa guru ngaji  mengajarkan anak-anak mengaji dengan baik.
TXT0517,"calon presiden (capres) nomor urut 1, anies baswedan menanggapi tudingan dirinya tendensius saat debat pilpres 2024 putaran ketiga, lantaran kerap saling sindir dengan capres nomor urut 2, prabowo subianto.ãƒâ¢ã‚â‚¬ã‚å“di dalam diplomasi internasional, kita harus menunjukan posisi, dan tidak bisa di dalam diplomasi internasional kita sungkan,ãƒâ¢ã‚â‚¬ã‚â ujar anies, di gorontalo, dikutip selasa (9/1/2024). capres besutan koalisi perubahan ini pun menegaskan bahwa sekali pun kenal akrab dengan seseorang yang memiliki kepentingan, kita tetap berhak untuk menyuarakan pendapat.simak berita selengkapnya di https://t.co/wkt9csxbdp#hardnews_politik #newsone #cariberitaditvone #politik #tvonetvpemilu #kamikabarkanandaputuskan #maumemilih #capres #cawapres #pemilu2024 #pilpres2024 #aniesbaswedan #prabowosubianto #debatcapres2024 [re tvonenews]"
TXT0518,"program pasangan capres cawapres ganjar pranowo dan mahfud md, solusi jitu buat dorong pertumbuhan ekonomi desa. #jnk #ganjarpranowopilihanumat https://t.co/c186vquupx"
TXT0519,'@ajengcute16__ @jokowi @prabowo heh!!! itu belinya dari hasil uang pajak rakyat indonesia. makasih sama rakyat bukan sama 2 orang yg cuma numpang nama sama kampanye aji mumpung. tahu mali sedikit
TXT0520,5. semua agama di rangkul. pak anies kemaren hadir dengan umat non muslim. tapi kenapa yang rame dan menjadi pembicaraan hanya kehadiran pak anies di kelompok muslim?. coba kalian juga melihat fakta ketika pak anies hadir dengan golongan nonis
TXT0521,swasta akan mendapat manfaat dari insentif pajak dan subsidi yang diusulkan oleh ganjar-mahfud. @slowrandom happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/pqwfiuhfpt
TXT0522,"jokowi di 2019 melontarkan hal yg persis sama dgn yg dilontarkan anies dalam debat kemarin. tapi mengapa jokowi reaktif? bukan hanya dalam soal pengkhianatan konstitusi dan konfigurasi koalisi, bahkan di urusan debat pilpres saja dia masih ikut ""cawe-cawe"".ada apa dengan jokowi?mungkin dia kecewa dengan penampilan prabowo sehingga cemas anaknya bisa kalah karena ulahnya. apalagi belakangan prabowo semakin menunjukkan sifat aslinya. tidak ada yg berubah dengan tabiat prabowo. dia pura-pura lucu untuk menutupi karakter tantrum eksplosifnya yg sulit diterka.padahal menurut saya: kalah atau menang, prabowo kelak tetap akan menggelisahkan jokowi. hari ini prabowo bermanis-manis kepada jokowi karena dia masih jadi anak buahnya. bayangkan perlakuan prabowo kepada jokowi jika kelak prabowo jadi ""majikan"" jokowi.ngeri mas! naudzubillah.. [re islah_bahrawi]"
TXT0523,"bersama wong cilik, ganjar pranowo mahfud md, wujudkan pemerintahan yang mampu mendengar aspirasi rakyat ganjar mahfud hebat #coblos3 #3gm memimpin indonesia #ganjarmahfudm3nangdebat https://t.co/hcntekekbz"
TXT0524,"jangan sampai tertipu penipu. ..pak @prabowo pst inget pesan legendnya pak ahok,""jangan bohongin rakyat cuma karena mau jd gubernur""..sekarang dia pake lagi utk ambisinya yg lebih besar..cukup jakarta aja yg gagal mengambil keputusan yg fatal, jangan indonesia..ãƒâ°ã‚å¸ã‚âã‚æ’ãƒâ¢ã‚â‚¬ã‚âãƒâ¢ã‚â„¢ã‚â‚¬ãƒâ¯ã‚â¸ã‚âãƒâ°ã‚å¸ã‚â€™ã‚â¨ãƒâ°ã‚å¸ã‚ëœã‚æ’ãƒâ¢ã‚å“ã‚å’ https://t.co/3ylama40ym [re naydonuts]"
TXT0525,anis mengkritik pertahanan indonesia dengan maksud mendiskreditkan prabowo tapi secara tidak langsung anis membuka aib kemampuan militer indonesia.saya sepakat dgn pak ps keamanan sifatnya rahasiapersoalan pertahanan kita terkait soal anggaran &amp; kemandirian teknologi. https://t.co/f2uzozzby4
TXT0526,"ganjar-mahfud, magnet investasi bagi pengembangan industri! @marsyafilzah happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/i9kes9lzhi"
TXT0527,"hingga akhir 2023 masih dukung ganjar, pimpinan ponpes buntet kini balik dukung prabowo-gibran https://t.co/cu0brzuade [re oposisicerdas]"
TXT0528,"jakarta yakin, kehangatan keluarga ganjar pranowo akan membawa kehangatan pada pemerintahan nasional ganjar mahfud hebat #coblos3 #3gm #ganjarmahfudm3nangdebat #waktunyaprabowo https://t.co/qdlb0w9phk"
TXT0529,"kita ini kurang banget media untuk mencecar pemerintah langsung di dpn muka mereka. pak anies cuma mencoba utk mewakili pertanyaan rakyat yg minta pertanggungjawaban pemerintah. msh bagus pak anies sabar, mngkn klo aku bakal ãƒâ°ã‚å¸ã‚ëœã‚â ãƒâ°ã‚å¸ã‚ëœã‚â ãƒâ°ã‚å¸ã‚ëœã‚â¡ãƒâ°ã‚å¸ã‚â¤ã‚â¬ãƒâ°ã‚å¸ã‚ëœã‚ë†wkwkwkwkkwkwãƒâ°ã‚å¸ã‚â„¢ã‚â [re ellinoyaa]"
TXT0530,ganjar-mahfud akan membawa semangat persatuan melalui olahraga di seluruh indonesia. @111alfin happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/p5c4hfzggb
TXT0531,calon presiden nomor urut 3 ganjar pranowo mengaku sudah menentukan postur pemerintahan jika terpilih menjadi presiden pada 2024. ~j #ganjarpranowo #pemilu2024 #ganjarmahfud #jernihkanharapan https://t.co/xiywk9atwu [re kompascom]
TXT0532,"'@ki_priok @cnnindonesia beginilah bahasa kelompok yg penuh kebencian terhadap jokowi,apa salah nya prabowo bekerja sama dg pemerintah yg sah, sebagai pengabdian terhadap negara.. ?"
TXT0533,"prabowo adalah menhan terburuk sepanjang sejarah indonesia berdiri..anggaran bertambah tapi jebol sama perahu kayu rohingya.. ini bukan karena pertahanan kita kurang canggih dan kuat2, melainkan karena menhan sibuk ngurusin singkong.. indonesia hanya menunggu kehancuran kalau dipimpin prabowo.. [re paltiwest]"
TXT0534,'@ernestprakasa gw sih ga masalah pajak gw dan pajak banyak orang di luar sana di pake buat ngasih info ke umum biar gak banyak orang tersesat di buat data anies dan ganjar.
TXT0535,"diberi nilai kecil oleh ganjar dan anies, prabowo ungkap prestasinya selama jadi menhan https://t.co/nrcwm3q2tm [re oposisicerdas]"
TXT0536,"tepat kata prabowo : ""jangan menjadi pemimpin yang suka menghasut"" ""tidak beretika"" dan ""tukang omon-omon"""
TXT0537,"ganjar vs prabowo di acara paku integritas kpk.ganjar dlm memberantas korupsi.menjaga independensi kpk, transparansi anggaran, miskinkan koruptor, kirim ke nusakambangan.prabowo, naikkan gaji pejabat, kasih kediaman resmi yg mewah.silahkan dinilai.ganjar presiden rakyat#ganjarmahfud2024 [re ch_chotimah2]"
TXT0538,'@zoelfawzie @mochamadarip basi ngomong penculik saja yang muncul setiap pesta demokrasi. pertanyaan kenapa ibu megawati mau menggandeng saat pesta demokrasi 2009 megawati prabowo.
TXT0539,"smntara, prabowo malah dgn bangga menguasai tanah hampir 500ribu hektar, bahkan stelah dia bicara secara lugas mau ngatasi ketimpangan, kemiskinan dan semua jargon2 kenegaraannya yang template slama 3 kali debat. dan kbengisan dilanjut oleh para buzzernya dg giring opini mcam ini"
TXT0540,"'@cnnindonesia ian wilson (univ. murdoch):""saya sama sekali tak melihat jokowi sebagai seorang demokrat,"" manuver jokowi sbg bagian dari tren anti-demokrasi yang dianut banyak politikus indonesia. para politikus itu termasuk prabowo yang pernah berharap menggantikan ayah mertuanya, soeharto. https://t.co/bigfjfrqk5 [re ccwithsybil]"
TXT0541,"ãƒâ°ã‚âã‚âã‚å’ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â¤ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â§ ãƒâ°ã‚âã‚âã‚â€™ãƒâ°ã‚âã‚âã‚â¢ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â§ãƒâ°ã‚âã‚âã‚â  ãƒâ°ã‚âã‚âã‚â€ ãƒâ°ã‚âã‚âã‚â«ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â­ãƒâ°ã‚âã‚âã‚â¢ãƒâ°ã‚âã‚âã‚â¬ ãƒâ°ã‚âã‚âã‚âãƒâ°ã‚âã‚âã‚â«ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â€ºãƒâ°ã‚âã‚âã‚â¨ãƒâ°ã‚âã‚âã‚â°ãƒâ°ã‚âã‚âã‚â¨, ãƒâ°ã‚âã‚âã‚â€ãƒâ°ã‚âã‚âã‚â§ãƒâ°ã‚âã‚âã‚â­ãƒâ°ã‚âã‚âã‚â®ãƒâ°ã‚âã‚âã‚â¤ ãƒâ°ã‚âã‚âã‚â€˜ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â¤ãƒâ°ã‚âã‚âã‚â²ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â­ ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â­ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â® ãƒâ°ã‚âã‚âã‚â€œãƒâ°ã‚âã‚âã‚å¾ãƒâ°ã‚âã‚âã‚â¦ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â§-ãƒâ°ã‚âã‚âã‚â­ãƒâ°ã‚âã‚âã‚å¾ãƒâ°ã‚âã‚âã‚â¦ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â§ ãƒâ°ã‚âã‚âã‚æ’ãƒâ°ã‚âã‚âã‚å¾ãƒâ°ã‚âã‚âã‚â¤ãƒâ°ã‚âã‚âã‚å¡ãƒâ°ã‚âã‚âã‚â­?oleh : septian r dengan nada meletup-letup, tangan memukul-mukul udara, prabowo subianto meluapkan kekesalannya karena bisnis-bisnisnya mandek setelah dirinya tidak berkuasa. momen di mata najwa itu jelas mengakhiri rasa penasaran publik kenapa dia betul-betul sangat bernafsu menggenggam kekuasaan. ya, ada dendam yang belum dituntaskannya.di masa kekuasaan orde baru, prabowo memang bagai anak emas karena mampu membangun banyak bisnis untuk mempertebal kekayaannya. sampai-sampai ratusan ribu hektar lahan negara dia kuasai. namun setelah orde baru tumbang, nepotisme perlahan-lahan mulai disikat dan ini berdampak terhadap prabowo. satu-satunya agar bisa mengembalikan semua kejayaan itu adalah dengan meraih kekuasaan. sudah pasti sesuatu yang diraih dengan ambisi menggebu-gebu akan dimanfaatkan betul jika sudah dalam genggaman.  begitupun kekuasaan bagi prabowo, ia akan menggunakannya untuk memenuhi hasrat pribadi dan kelompoknya. lain tidak. kita bisa berkaca dari proyek food estate di kalteng. baru menjabat menteri saja, proyek triliunan itu menguap entah kemana. ada 600 hektar lahan singkong mangkrak dan 17.000 sawah baru tak kunjung panen. proyek itu dijalankan pt agrinas, milik kementerian pertahanan. orang-orang kepercyaan prabowo di gerindra banyak menjabat pimpinan disana. jajaran komisaris juga diisi para purnawirawan tni yang juga anggota tim kampanye prabowo pada 2019. cerita mungkin akan berbeda jika proyek pangan itu dipegang oleh ahlinya. tentu saja dari perencanaan, dan pelaksanaan akan lebih matang dan terukur. kalau sudah pengedepankan nepotisme begini, wajar publik curiga proyek itu hanya lahan untuk mengeruk duit rakyat.     itu baru food estate. bayangkan jika prabowo berkuasa, ada banyak sektor lain yang akan dikuasai dia dan kroni-kroninya. sebut saja misalnya program makan siang dan bagi-bagi susu yang anggarannya mencapai rp. 450 triliun pertahun. untuk susu perah saja, produksi dalam negeri kita hanya sanggup memenuhi 20 persen penduduk, sisanya impor dari austalia dan selandia baru. sudah pasti jika program tak masuk akal itu dipaksakan, justru akan semakin menambah beban impor. bisa ditebak, yang diuntungkan selain peternak asing adalah importir yang sudah pasti akan diisi kroni-kroni prabowo. disitu akan sangat rawan permainan dan celah korupsi. karena beban anggaran itu sektor-sektor belanja negara yang lain pun akan terdampak. pantas saja prabowo sendiri, di acara sarasehan ekonom, menyebut, anggaran program ini akan diambil dari dana pendidikan dan bansos. artinya dana bos ataupun subsidi pendidikan akan dipangkas, dan bantuan sosial yang selama ini dinikmati warga kurang mampu juga akan dipotong. belum lagi wacana menaikkan pajak yang jelas akan membenani rakyat. jika dipikir-pikir situasinya betul-betul akan semakin kacau. tatanan dan juga program yang selama ini dirasakan manfaatnya untuk rakyat akan dirusak hanya untuk program makan siang gratis yang sebenarnya cuma menguntungkan kroni-kroni prabowo. [re melihat_indo]"
TXT0542,"#nazarpemiluprabowo kalah di putaran pertama, gue traktir 10 orang pendukung siapapun, makan di restoran abunawas https://t.co/v6abcpfwly [re kursi_tribun]"
TXT0543,"dari sini aja sudah keliatan sadisnya nyerang secara personal, bilang gak punya potongan diktator ato otoriter sambil ngelirik prabowo dan nyerang mslh rekam jejak pelanggaran ham pdhl dia sendiri tidak mengusut pelanggaran ham itu selam 5 tahun 2014-2019 https://t.co/e4wpdekzmg [re bospurwa]"
TXT0544,bu @khofifahip kenapa masa jabatanya jadi mundur ?? harusnya selesai tanggal 31 desember 2023 jadi 13 februari 2024 .sebegininya ya demi kepentingan prabowo-gibran .??? masyarakat mungkin pada tidak menggagas issu ini kan ?? padahal penundaan masa jabatan melalui mk dan di kabulkan oleh mahkamah konstitusi .ya allah lindungi bangsa ini dari orang-orang yang serakah . ãƒâ°ã‚å¸ã‚â„¢ã‚â [re gus_raharjo]
TXT0545,ganjar : internet jangan dikorupsi ..wan angin langsung melet2 lidah langsung teringat menterinya om bewok yang ketangkap #debatcapres [re kurawa]
TXT0546,ganjar-mahfud akan memastikan bahwa desa-desa kita memiliki akses yang adil ke pelayanan publik. @afgantws happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/8l4nrk0blm
TXT0547,"'@xquitavee @prabowo @gibran_tweet @kpk_ri @aniesbaswedan udah pernah di periksa sebanyak tiga kali, bersih ngk ada korupsi, sekarang malah ketua kpk nya yg di tangkap krna kasus pemerasan"
TXT0548,"program pasangan capres cawapres ganjar pranowo dan mahfud md, dorong pertumbuhan ekonomi yang merata di setiap desa. #jnk #ganjarpranowopilihanumat https://t.co/9nnlentdkz"
TXT0549,"program pasangan capres cawapres ganjar pranowo dan mahfud md, solusi jitu buat dorong pertumbuhan ekonomi desa. #jnk #ganjarpranowopilihanumat https://t.co/uujve3ag2r"
TXT0550,"sumbar disebut tak lagi lumbung suara prabowo, suara amin ditargetkan tembus 80% https://t.co/ilwx2noqaw [re oposisicerdas]"
TXT0551,luas jogja 318rb hektar luas jakarta 66rb hektar luas singapura 73rb hektar
TXT0552,makan malam jokowi-prabowo merusak psikologis pendukung anies dan ganjar https://t.co/ru5fwdlnri [re oposisicerdas]
TXT0553,"'@mazzini_gsp anies terlihat arogan pada sesi debat ini.prabowo fokus pada utang, dia tdk pernah menyinggung ttg korupsi.ganjar mulai keliatan dewasa pada sesi ini [re dodon_alone]"
TXT0554,'@tan_mar3m @fahrihamzah orang munafik yg sok idealis skrg dia udah buka topeng aslinya...mana tau dpt kursi menteri ãƒâ°ã‚å¸ã‚â¤ã‚â£ãƒâ°ã‚å¸ã‚â¤ã‚â£. itupun kalau prabowo menang. tapi sorry yeeee rakyat gk suka prabowo skrgãƒâ°ã‚å¸ã‚â¤ã‚â£ãƒâ°ã‚å¸ã‚â¤ã‚â£
TXT0555,"faizalassegaf: debat capres , ganjar danãƒâ€šã‚â  masih belum merespon aspirasi kelompok oposisi yang menuntut lengserkan ãƒâ€šã‚â  serta kekhawatiran soal pilpres yang terancam curang ganjar mahfud hebat #coblos3 #3gm #ganjarmahfudm3nangdebat #debatcapres https://t.co/qhqsjrxlx3"
TXT0556,"'@solid01 nahh itu dia laeku, ga bisa dibuka semua data itu.pernah prabowo waktu di senayan lawan anggota dpr ri ga bakalan mau rapat terbuka utk bahas anggaran krn memang rahasia negara.ada beritanya itu."
TXT0557,teknologi militer terus berkembang. mari kita investasikan dalam pertahanan untuk masa depan yang aman. gara-gara prabowo  #kodekita08 #menatamasadepan
TXT0558,"'@ganjarpranowo @aniesbaswedan @mohmahfudmd @prabowo ganjar mahfud taat pada hukum dan konstitusi, ganjar mahfud adalah peluru yg tak terkendali dalam pemberantasan korupsi di indonesia.#ganjarmahfud2024 https://t.co/vfvzxffupd"
TXT0559,ãƒâ°ã‚å¸ã‚â€˜ã‚â¨ãƒâ¢ã‚â‚¬ã‚âãƒâ°ã‚å¸ã‚â€˜ã‚â§ãƒâ¢ã‚â‚¬ã‚âãƒâ°ã‚å¸ã‚â€˜ã‚â¦  kebersamaan ganjar pranowo dengan srimulat adalah pelajaran bahwa politik bisa dijalani dengan sikap santai dan penuh tawa ganjar mahfud hebat #l3bihbaik #mahfudlebihbaik3 #ganjarmahfud2024 uang saku posyandu
