label,text
politik,rt giliran buruh soloraya deklarasi dukung prabowo-gibran - soloraya https://t.co/dbaqcyeqkv https://t.co/hjzxhvk0oi #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan [re doddy_h4312]
politik,"rt gimana pun, jika dalam diri seseorang itu memiliki aura positif, orang tidak akan segan berada di sekelilingnya. lihat nih, ganjar pranowo disambut petani dengan suka cita, tanpa sekat di blora 4 des 2024. btw, ganjar berkomitmen menghapuskan 600 miliar hutang macet petani di bank pemerintah. kalau tidak memikirkan kesejahteraan dan atau meringankan beban rakyat, mana lah mungkin akan memutihkan utang mereka. #ganjarmahfud2024 #ganjarmahfudpilihanrealistis [re ngkongroses]"
politik,"rt gimna mau satu putaran,relawan pendukung prbawo di banten cabut dukungnnya,beralaih ke ganjar mahfud,relawan ini berasal para pendekar,sama kiai2 kampung #ganjarmahfud2024 #ganjarmahfudpilihanrakyat #ganjarmahfudm3nang https://t.co/jhg9dl8k3o [re veraagustian_]"
politik,"rt gini kok mau jadi presiden, bersalaman dengan kyai yang tidak pernah menyanjung dirinya aja prabowo tidak mau, padahal kyai tersebut kyai nu. beda kelas lah prabowo sama ganjar, prabowo gagal urus food estate yang jadi program andalan presiden jokowi, sementara ganjar sukses menjadikan jawa tengah sebagai lumbung padi nasional. makin mantab pilih ganjar mahfud.ãƒâ°ã‚å¸ã‚â¤ã‚å¸ãƒâ°ã‚å¸ã‚âã‚â» #asalbukanprabowo [re 03__nakula]"
politik,"rt go to hell with neutrality!! makan bareng di tengah masa kampanye ini membuktikan bahwa prabowo lemah, berkebalibalikan dengan hasil survei yang mereka gaungkan. keadaan begitu genting sampai jokowi pun tak lagi malu merusak omongannya tentang netralitas. #asalbukanprabowo https://t.co/oh1b2yt5k3 [re yradianto]"
politik,rt golkar harap ridwan kamil jadi booster buat menangkan prabowo-gibran di jabar - https://t.co/00sktx1klv - https://t.co/00sktx1klv https://t.co/agtxzhunht #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan [re herlina_muachhh]
politik,rt gorontalo pecah hari ini senin 8 januari 2024 pak anies menemui relawan dan simpatisan di gorontalo serta tokoh gorontalo di sambut sangat meriah. https://t.co/mwmphkzubc [re yurissa_samosir]
politik,"rt grace natalie tuding anies agresif serang prabowo saat debat, cak imin: gibran juga serang saya https://t.co/hv4rnqadwm [re tvonenews]"
politik,"rt grace natalie: ""pak prabowo pernah bilang menyesal pernah didukung oleh kelompok intoleran."" padahal pendukung prabowo 2019 itu forum ijtima' ulama 2. pendukung prabowo: ""kami lebih menyesal pernah mendukung prabowo."" #benamkangemoyhargamati #benamkangemoyhargamati https://t.co/zbp4x4rjno [re bianca01403]"
politik,rt grup bank slank resmi mendeklarasikan dukungan untuk pasangan ganjar pranowo dan mahfud mdãƒâ€š di pilpres 2024. slank m3nangkan ganjar https://t.co/x6nlrzri2a [re urrangawak]
politik,"rt gua beneran sedih banget kenapa ya orang tuh susah menerima fakta kalo prabowo itu war criminal dan zionistãƒâ¢ã‚â‚¬ã‚â¦.. kek thereãƒâ¢ã‚â‚¬ã‚â„¢s so many possibilities kalo beliau kepilih bakal regress demokrasi kita, bakal lebih otoriter, bahkan banyak menteri progresif yg pasti akan didepakãƒâ¢ã‚â‚¬ã‚â¦ [re moonincancer__]"
politik,"rt gua nggak ingin 02 menang, tapi kalau menang, gua doakan kesehatan pak prabowo. agak mengkhawatirkan, dan mengingat siapa wakilnyaãƒâ¢ã‚â‚¬ã‚â¦. [re notaslimboy]"
politik,"rt gue juga mau ikutan! kalau prabowo gibran kalah, gue mau bagiin kelas gratis untuk design thinking for business, ngebahas spesifik untuk project management dan six sigma. semuanya gratis #nazarpemilu [re pepisigiro]"
politik,"rt gue ngeri ngeri dikit juga nih liat anies programnya too good to be true semoga beneran bisa dah yak, ada bgt traumanya percaya ama tokoh politik tuh. [re hopetimjang]"
politik,"rt guna memenangkan hati rakyat itu, tkn prabowo-gibran akan mengajak masyarakat untuk berkolaborasi. #prabowogibraninspiratif https://t.co/ypxwyeqdmv [re 7uventusia]"
politik,"rt gus nadir: pbnu dimobilisasi dukung prabowo-gibran, diarahkan langsung gus yahya https://t.co/mgm5svtqgb [re kompastv]"
politik,"rt guys... dalem banget ini. kenapa kita harus jaga suara 01 dihari h pencoblosan nanti? ada harapan harapan orang disana, ada doa doa orang disana ini bukan persoalan suara anies baswedan atau muhaimin iskandar. #takeanieslookatjakarta #aminajadulu https://t.co/pt1vxy2nmd [re bangpino__]"
politik,rt gw benci bgt kalo misalnya lu ngomong gini ternyata lu kalangan menengah keatas. karna emang fakta kebijakan pak anies sangat amat menguntungkan kalangan menengah kebawah makanya orang kaya merasa pak anies tu gaada kerjanya padahal karna ga menguntungkan kalian aja [re yoonjeonghcn]
politik,"rt hadir di hut ke 51 pdip, dalam pidatonya pak ganjar menyampaikan situasi politik, ada keluhan, perasaan dan harapan warga yang dia temui saat kampanye pilpres. 2024. ganjar hapuskan hutang https://t.co/k8aydftr7x [re urrangawak]"
politik,"rt hadiri konser indonesia maju di tulungagung, tomi gandhi : prabowo-gibran optimis menang satu putaran - https://t.co/sphvlnqgjg https://t.co/4xeaven7jz #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan [re doddy_h4312]"
politik,"rt hai kids, this is your abah.. pesan dari anies baswedan untuk generasi muda, jangan takut menghadapi perubahan ãƒâ°ã‚å¸ã‚ëœã‚å  #aminajadulu #aniesmuhaimin2024 https://t.co/wb00952ig5 [re mdy_asmara1701]"
politik,"rt hal-hal seperti ini cukup menggambarkan apa yang akan terjadi jika prabowo-gibran berkuasa. tak akan peduli apa itu etik, moral, hukum. semua yang menghalangi akan dilibas. https://t.co/5qqtcqqq78 [re uyokback]"
politik,rt halusinasi anies sore aurel cewe zenius udah sampe depok ahok dishub bekasi deres sekjen pbb kuli jepang kuala lumpur ãƒâ§ã‚â¦ã‚âãƒâ§ã‚â€ã‚â°ãƒâ¥ã‚â€˜ã‚â¨ãƒâ¥ã‚â¹ã‚â³ ãƒâ£ã‚â€šã‚â³ãƒâ£ã‚æ’ã‚â©ãƒâ£ã‚æ’ã‚å“ãƒâ§ã‚â„¢ã‚âºãƒâ¨ã‚â¡ã‚â¨ https://t.co/zmhkjm7mqe [re sephirarahma]
politik,rt hamdan zoelva menyebut data penguasaan 340 ribu hektare lahan oleh prabowo yang disampaikan oleh anies hanya mengutip pernyataan jokowi. data itu tak pernah dibantah. #newsupdate #update #news #text https://t.co/bsjey6ysdw [re kumparan]
politik,rt hantaman terkeras anies soal kegagalan food estate dan tni tak miliki rumah dinas https://t.co/qfbyuyfydr [re geloraco]
politik,"rt hanya kecurangan massive yg bisa kalahkan anies jgn percaya survey abal2 paslon rezim busuk, sebab mrk panik, sgala cara mrk upayakan utk jatuhkan anies niscaya allah tdk buta, mereka akan terjerembab dlm perangkap mrk sendiri amin2024 https://t.co/18rmoefid1 [re nicbraveheart]"
politik,"rt harapan besar dari tanah papua, anies deserve better ãƒâ°ã‚å¸ã‚â€˜ã‚âãƒâ°ã‚å¸ã‚ëœã‚å ãƒâ°ã‚å¸ã‚â€™ã‚â¯ #aminajadulu https://t.co/lvdjx5rjkp [re marlina_idha]"
politik,rt hari ini desak anies di jakarta ojol dan buruh. ojol ikut desak abah @zw8o2quaucn6fpk1qm4+cs3woyr5jbfxzpmemw2vxcw= kalau rakyat sejahtera tak perlu ada makan siang gratis atau susu gratis. rakyat inginkan pemimpin berakhlak baik adil dan makmur untuk semua bukan selera suka suka gue https://t.co/8zpo4ssdq3 [re langkahanies]
politik,"rt hari ini rame, ya. ada yg mempertanyakan buat apa dukung tokoh politik. sebagai orang yang sudah menentukan pilhan yaitu paslon 01 anies baswedan dan muhaimin iskandar gua punya pendapat. masa zarry doang yang punya pendapat. [re luqbaehaqi]"
politik,"rt hari ketiga kampanye, prabowo ke malaysia gibran beri tali asih korpri - antara banten https://t.co/wltzdnuw9t #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan [re rondangkomariah]"
politik,"rt hasil 9 lembaga survei, elektabilitas prabowo-gibran menang telak https://t.co/x66yx2jmzp [re ajengcute16__]"
politik,"rt hasil survei bloomberg: anies sosok tepat presiden indonesia ganti jokowi, prabowo dan ganjar cuma hiasan di pilpres 2024? https://t.co/nmiuapmvkw [re tvonenews]"
politik,"rt hasil survei indah, pak lurah tetap gelisah media mainstream dan abalãƒâ€šã‚â², akunãƒâ€šã‚â² gede maupun akun recehan di medsos selalu menglorifikasi hasil survei prabowo gibran yang mereka katakan menjulang jauh di atas yang lain. apakah kita harus percaya? kita mungkin bisa menerka dengan melihat perilaku jokowi, presiden indonesia sekaligus (paling tidak) pengusung cawapres 02 yang tak lain adalah anak kandungnya. sebagai presiden, dia pasti punya akses ke sumber daya yang memungkinkannya memperoleh info valid soal pergerakan suara real di lapangan. dia tahu betul bagaimana kondisi suara yang sesungguhnya. jika benar pergerakan suara 02 bagus, maka jokowi tentunya tenangãƒâ€šã‚â² saja. tapi yang kita lihat justru jokowi begitu reaktif, jauh dari sifatnya yang kita kenal selama ini. 9 tahun kita lihat jokowi menghadapi serangan oplosan di berbagai isu yang diamplifikasi para buzzernya dengan begitu tenang dan mampu mengkonter dengan apik dan elegan. tapi belakangan ini bapaknya samsul bereaksi begitu lebay, bahkan dalam menanggapi sebuah situasi di sebuah debat.. 01 mempertanyakan pengadaan terkait alutsista dan ""orang dalam"". 03 mempertanyakan anggaran kemenhan yang tinggi tapi pencapaiannya malah makin jauh dari minimum essential force. bukankah itu subtantif? prabowo yang tak berbasis data dan hanya bermodal narasiãƒâ€šã‚â² normatif, tidak konprehensif dan awutãƒâ€šã‚â²an hanya bisa gelagapan atau ngumpet di balik sifat rahasia data pertahanan untuk semua yang tidak mampu dia jawab. yang konyol lagi, dipikirnya pertanyaan lawan dianggap seperti pertanyaan wartawan dan mengundang penanya untuk dijawab di forum lain.. ãƒâ°ã‚å¸ã‚â¤ã‚â€œ jokowi.., entah dalam kapasitas apa tetiba saja menuding debat berlangsung penuh dengan sindiran pribadi dan tidak substantif. selanjutnya dia bahkan mengusulkan perubahan format untuk debat berikutnya. usulan pengubahan format ini diduga sebagai upaya penggiring opini publik agar menganggap bahwa yang buruk bukan prabowo, tapi format debatnya (bahkan mungkin sekalian insinuasi terhadap 01 & 03). jika seorang jokowi sampai lupa siapa dia hingga menurunkan level sebegitu rendahnya, ngulik urusan yang begitu teknis, artinya keadaan mereka tidak baikãƒâ€šã‚â² saja. artinya jokowi panik mengetahui bahwa debat itu telah membuat suara 02 makin rontok, posisi mereka makin gak aman. tindakan jokowi lain yang jauh dari kata elegan adalah aksinya mem-bagiãƒâ€šã‚â²kan sesuatu ke publik tepat di bawah baliho prabowo di banten. laku jokowi yang kita maknai humble ketika blusukan untuk kepentingan rakyat harus kita sebut apa kali ini? sekarang yang dia ""perjuangkan"" adalah kemenangan orang yang 2 kali ber-samaãƒâ€šã‚â² kita tolak lantaran memang tak ada pantesãƒâ€šã‚â²nya jadi pemimpin kita. mundur ke belakang, jika diperhatikan, perilaku tak wajar ini sudah cukup lama berlangsung. misal setiap ganjar berkunjung ke suatu daerah, tak lama kemudian jokowi datang juga ke daerah itu. lalu di acara natal, dia manfaatkan juga untuk angkat 2 jari. pertanyakan juga, ke mana ri-1 itu hari ini, hari ulang tahun pdi-p, partai yang sampai kemarin adalah rumahnya.. terkait judul di atas, berbagai perilaku tak wajar jokowi akhirãƒâ€šã‚â² ini bisa kita maknai sebagai reaksi panik. orang yang panik cenderung ceroboh. dalam konteks pilpres, angka elektabilitas adalah segalanya. ketika seorang yang seharusnya berdiri di tengah ikut terjun dengan mengorbankan semua kehormatannya lalu mendapati pihak yang diusungnya tak mampu mengambil hati rakyat, maka yang terjadi adalah kalap. menurut @xtyhl7jr+1fn+mz9595iqldeeif5vypjrorqayjt5yg= pak jokowi yang dulu dikenal orang pandai memainkan catur politik, kini malah terkesan jadi pion, bergerak kesana kemari untuk menyelamatkan elektabilitas prabowo. kutambahkan, jokowi yang seharusnya nothing to lose sekarang tersandera langkah buruknya sendiri. legacy megah 9 tahun, rusak karena berpihak ke manusia yang menurut mas diman adalah produk gagal yang dititipi pelanjut dinastinya.. . . [re yradianto]"
politik,"rt hasil survei ipo menunjukkan selisih prabowo-gibran dengan amin hanya 7,9% yang bisa dibalikkan di putaran kedua. https://t.co/vfu36i3tmc [re kumparan]"
politik,rt hasto: prabowo-gibran lancarkan politik uang demi pecah belah ganjar-mahfud https://t.co/sowrhjszru [re oposisicerdas]
politik,"rt hati saya hangat! capres no urut 03 ganjar pranowo ngajak ipb jadi tim dalam kontrak terbuka, untuk pangan yang lebih baik buat kita semua.#jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/1cv9uriprb [re ghianticitraa_]"
politik,"rt hati-2 .... pasukan 08 pendukung prabowo akan melacak akun-2 yang melakukan ujaran kebencian, (jelek-2in prabowo) sampe ke titik lokasi rumah. . https://t.co/7xpvr8dnej .. https://t.co/dhhhqcxqvi [re cobeh2022]"
politik,rt he did it again ya allah baru mulai udah masak aja si bapak #debatcapres anies rocks debat capres #anies2ndstage #hwaitingabahanies https://t.co/wa3ib5veha [re lilrwok]
politik,"rt heboh! ade armando kasih clue untuk tidak memilih 02, pendukung anies harus siap pilih ganjar, pendukung ganjar harus siap pilih anies, anak muda : gapapa yang penting bukan 02. jleb! https://t.co/mug7vxibit [re abu_waras]"
politik,"rt hilirisasi berdampak positif, pemuda rantau sulawesi tenggara dukung prabowo-gibran - https://t.co/vmayms93eo https://t.co/cuvfi8zrsl #indonesiakuatindonesiamaju #diplomasiprogresif02 #02melanjutkan [re doddy_h4312]"
politik,"rt hingga kini hanya nelayan jateng yang merasakan manfaat langsung dari bantuan pemerintah, mereka mendapat subsidi lewat program ganjar yang berpihak pada rakyat kecil. rencana ganjar-mahfud kedepan adalah menghapus kredit macet nelayan. #sahabatganjar https://t.co/2wjtbzz8xh [re ex_anaklolina]"
politik,"rt horasss..!!! lautan manusia hadiri kampanye prabowo gibran di medan. eh, maap ralat : lautan manusia membludak hadiri kampanye akbar ""hajatan rakyat ganjar-mahfud"" di istana maimun, medan, sumatera utara, minggu, 28/01/24. kalau kampanye @jpbawte1eqpjfneotkx9vae9sadqrijfn54esshfim0= dan @oe7zz3puu2vigmpzgyfeo1sms2ibcg3vpaeopvw+efk= beneran lautan manusia, bkn makhluk astral. hampir silap mata awak! ãƒâ°ã‚å¸ã‚â¤ã‚â­ #ganjarmahfud2024 [re _zhyme]"
politik,"rt hormat saya untuk kh. salman alfarisi, pengasuh ponpes asem agung salafiyah probolinggo, serta habaib, ulama dan guru ngaji se-probolinggo raya yang sudah mendoakan sekaligus mendukung saya dan mas anies. insyaallah, kemenangan amin diabdikan untuk mewujudkan kemakmuran dan kesejahteraan bangsa secara merata. mari kita wujudkan 14 februari 2024 sebagai hari perubahan nasib rakyat indonesia. #aminajadulu [re cakiminow]"
politik,"rt hotline paris bukan program gimik, amin siap anggarkan rp 1,2 t setahun untuk warga miskin tak perlu khawatir diskriminasi, kami siapkan bantuan hukum gratis. anies deserve better videotron #hotlineparisamin https://t.co/e7wtsjga24 [re nitarose38]"
politik,"rt https://t.co/saexqhaqqh pengamat sosial, syahganda nainggolan mengatakan ãƒâ¢ã‚â‚¬ã‚å“secara logic sosiologis prabowo-gibran gak bisa menang satu putaran bahkan harusnya gak bisa masuk putaran ke dua.ãƒâ¢ã‚â‚¬ã‚â selengkapnya di youtube abraham samad speak up. https://t.co/gkf7bymfdp [re abrsamad]"
politik,rt hukum yang tegak harapan kita sejahtera merata idaman bersama ganjar pranowo-mahfud md pilihan kita. #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk #temanalamganjar #atikohibunegaraãƒâ€š #tabrakprofãƒâ€š #apri2601 https://t.co/sdv5fjho0p [re shaneya024]
politik,rt icw jelaskan bawa koruptor berkumpul di paslon no 2 mangkanya dengan segala cara rezim laknatullah hrs menjegal bpk anies kalau kalah bisa masuk penjara semua...... https://t.co/i5hholsj8b [re putri96960977]
politik,"rt ide pak anies utk mengintegrasikan transjakarta koridor 1 &amp; 8, serta mrt jakarta membuat kami pengguna transportasi umum makin nyaman. apalagi dengan program jaklingko membuat tarif transportasi umum jadi lebih murah. dari gatsu ke lb bulus hanya rp 6500 #takeanieslookatjakarta https://t.co/6asslrevjc [re gif_alqa]"
politik,"rt ide prabowo potong subsidi gas dan bbm, mulyanto: jangan ... - poskota https://t.co/ggcpcz9gjt #menangseputaran [re azzrielazaryahu]"
politik,rt idealnya putaran kedua itu ganjar - mahfud vs anies - cak imin biar kita bisa sama-sama mikir mana yang terbaik buat bangsa kita. asyik banget kalau memilih pemimpin landasannya cara berpikir mereka. tapi ya namanya urusan politik kan banyak aspek ya. ãƒâ°ã‚å¸ã‚ëœ ãƒâ°ã‚å¸ã‚â€˜ã‚âãƒâ°ã‚å¸ã‚âã‚â½ [re arie_kriting]
politik,"rt if you're still supporting prabowo (02) after he states: -palestina itu ditindas karena mereka lemah -rohingya itu tidak usah diurus, indonesia saja masih kesulitan. (di hari mereka diusir di aceh) -sistem hukum di indonesia sudah baik sincerely, fuck you. apa yang lo bela? [re steepstoop]"
politik,"rt ijin bertanya, pak @pdiaho/iqyv598s1ujrbnoeqbkzhffvgxt9lpthkjig= walaupun bukan bu smi yg bilang tapi pak hasto, tapi substansinya betul ya pak, bahwa pt tmi yg chairman &amp; ceonya adalah ãƒâ°ã‚âã‚â„¢ã‚â¨ãƒâ°ã‚âã‚â„¢ã‚â€“ãƒâ°ã‚âã‚â„¢ã‚âãƒâ°ã‚âã‚â„¢ã‚â€“ãƒâ°ã‚âã‚â„¢ã‚â€”ãƒâ°ã‚âã‚â„¢ã‚â€“ãƒâ°ã‚âã‚â„¢ã‚â© ãƒâ°ã‚âã‚â„¢ ãƒâ°ã‚âã‚â„¢ã‚â€“ãƒâ°ã‚âã‚â„¢ã‚â§ãƒâ°ã‚âã‚â„¢ã‚å¾ãƒâ°ã‚âã‚â„¢ã‚â€” pak menhan prabowo sudah ãƒâ°ã‚âã‚â„¢ã‚â„¢ãƒâ°ã‚âã‚â„¢ã‚å¾ãƒâ°ã‚âã‚â„¢ã‚â©ãƒâ°ã‚âã‚â„¢ã‚âªãƒâ°ã‚âã‚â„¢ã‚â£ãƒâ°ã‚âã‚â„¢ã‚å¸ãƒâ°ã‚âã‚â„¢ã‚âªãƒâ°ã‚âã‚â„¢ oleh pak menhan prabowo dlm program pengadaan alutsista? ãƒâ°ã‚å¸ã‚â„¢ã‚âãƒâ°ã‚å¸ã‚âã‚â½ https://t.co/l1ndz1qqmh [re berlianidris]"
politik,"rt ikn hanya akan dinikmati segelintir birokrat bukan rakyat, dimana logikanya membangun istana mewah atas nama pemerataan.. anies deserve better #amintolakikn https://t.co/mie4msdw78 [re ekowboy2]"
politik,"rt ikutan ah... kalau pak anies dan cak imin menang, saya mau bagikan 100 kaos sgie keren #nazarpemilu https://t.co/zz4z7zfwec [re satupersepsi]"
politik,rt ilmu itu mahal seandainya sejarah bisa mencatat bahwa pak anies baswedan adalah seorang yg visioner dan orang hebat di indonesia #aniesmuhaimin2024 https://t.co/otzg4d9nro [re baronko_chole]
politik,rt imagine how many people that could've been saved if only the govt really do care for us since the earlier outbreak of covid-19 instead of doing sugar coated politic manuver just because they hate anies baswedan. [re jahterra]
politik,"rt in worst case scenario anies baswedan kalah di pemilu, setidaknya dia berhasil mengupgrade demokrasi indonesia atas beberapa hal penting 1. politik gagasan yang berdasarkan meritokrasi 2. mengubah dangdutan menjadi edukasi politik (desak anies) 3. mencontohkan debat sesungguhnya [re legislatweet]"
politik,"rt indonesia membutuhkan kepemimpinan yang kuat dan visioner, mari bersama-sama memilih capres ganjar pranowo mahfud md untuk mewujudkannya di pilpres mendatang. jn18a #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/eqdh5org1w [re aprilia_nuraeni]"
politik,"rt info a1, istana lagi panik elektabilitas prabowo terus menerus turun karena tim ahli sudah mengundurkan diri. satu putaran gagal, putaran kedua pasti kalah. bonus ga keluar eh malah pada masuk penjara ãƒâ°ã‚å¸ã‚â¤ã‚â­ [re pakarintelek]"
politik,"rt info a110001 : denger2 katanya debat terakhir khusus untuk anies dan ganjar saat mengajukan pertanyaannya akan disampaikan secara tertulis dan akan melalui proses sensor dulu, agar tidak ada yang merasa diserang. demi menjaga marwah dan martabat si bapak ituh dimana penonton. ãƒâ°ã‚å¸ã‚ëœã‚â€š [re abu_waras]"
politik,rt ingat tgl 14 februari 2024 nanti pilih pasangan amin no 1 anies baswedan - muhaimin iskandar dan yang share video in bisa segera menunaikan ibadah haji ~ @yzwslqb1by0ddhdjccjs1fmnuvakr6nvmkgki6lnwle= #aminajadulu https://t.co/sgupgvcnju [re mdy_asmara1701]
politik,rt ingin adil dan makmur untuk semua? pilihan no 1 ãƒâ°ã‚å¸ã‚â€˜ã‚â penjelasan anies baswedan mengenai pembebasan pajak bumi dan bangunan saat jabat gubernur https://t.co/cl2c4tsaal [re mdy_asmara1701]
politik,"rt ini adalah momen dimana saya pada akhirnya mantap mendukung mas @aabsuydezgjgbht0m8bvgcy5k0ft643wo3bf5aptidy= . desak anies pertama, 18 agustus 2023. menanyakan komitmen beliau untuk merevisi kembali omnibus &amp; uu kpk yang jadi agenda perlawanan gerakan masyarakat sipil terhadap rezim jokowi https://t.co/uzy6mn3h0b [re jilulisme]"
politik,"rt ini adalah tanah kelahiran pak jk, dan pak jk mengirimkan pesan juga bahwa beliau menginginkan ada perubahan di negeri ini abah anies deserve better indonesia people deserve better https://t.co/woo4xqghn5 [re mdy_asmara1701]"
politik,"rt ini alasan kenapa memilih anies, karena setiap kebijakan yg diambil harus punya dasar ilmiah bukan atas dasar kepentingan.. #nakesdesakanies https://t.co/eegrtlank8 [re ekowboy2]"
politik,"rt ini ane setuju banget. faktor usia; berdampak secara fisiologis terhadap performa berfikir prabowo. organ-organ produksi hormon otak mengalami penurunan fungsi, seiring bertambahnya usia/makin tua. dampaknya, fungsi penalaran dr semua pertanyaan lebih sedikit direspon secara ""rasional"" dan lebih banyak ""emosional"" dari semua pertanyaan dan jawaban prabowo dari debat capres 1 & 2, sulit sekali menemukan satu jawaban yang secara presisi menempatkan data dan konteks dalam suatu ulasan sederhana yang dapat diterima secara teknokratik dlm soal-soal pembangunan [re munir_timur]"
politik,rt ini bukan antrian nonton konser ya guys tapi ini antrian yang mau hadir di desak anies yogyakarta bukti anak muda menginginkan perubahan #desakanies https://t.co/n0pox58npd [re mdy_asmara1701]
politik,"rt ini bukan cerita tentang ganjar mahfud, ini bukan tentang kekuasaan tapi ini tentang nasib bangsa agar kita bisa menentukan pilihan, @2+9udxp0q7alv5h9e04ls92uaq+ynpt1wo+b+2z0ufc= . jgn lupa 14 februari kita coblos no 3 utk indonesia l3bih baik. #ganjarpresidenrakyat https://t.co/jhfkixbq8u [re urrangawak]"
politik,"rt ini bukti pak anies melawan pp36/2021 turunan omnibuslaw, kaum buruh &amp; petani sangat dianjurkan pilih pak anies - muhaimin karna yang lain ngak berani koreksi omnibuslaw sialan itu https://t.co/d671knittd [re daengwahidin2]"
politik,"rt ini bukti video terbaru di acara muslimat nu sabtu kemaren, klo emang pbnu digerakkan untuk memenangkan prabowo gibran satu putaran jadi mau ngeles apalagi neh pbnu ãƒâ°ã‚å¸ã‚â¤ã‚â£ https://t.co/anrhbnednw [re kepaargawinata2]"
politik,rt ini data bossnya pak prabowo yg dipakai mas @luslhngwz8nindeyjyv3suuxvl56cxk1uxdayzaho7u= semalam. pak prabowo berani bilang pak jokowi bohong? menhan punya tanah pribadi 340 ribu hektar. tapi 50% prajurit tni tdk punya tempat tinggal. masa harus nunggu jadi presiden dulu baru prajurit sejahtera? https://t.co/i0yufiysfx [re doktertifa]
politik,"rt ini dia sosok pemimpin yg sangat dibutuhkan indonesia saat ini, pemimpin yg jujur , merakyat dan punya integritas tinggi #ganjarl3bihbaik setia mendukung ganjar https://t.co/ket2hhtyxn [re hanya_fatmaa]"
politik,"rt ini fakta yang aku alami di lapangan. aku selalu bertanya pada kenalan-kenalan yang aku temuiãƒâ¢ã‚â‚¬ã‚â€teman lama, teman kampus, bahkan beberapa orang lainãƒâ¢ã‚â‚¬ã‚â€tentang pilihan capres mereka. 90% dari mereka mendukung prabowo. saat kutanya alasannya, jawaban mereka seputar gimmick-gimmick yang dilakukan oleh tim 02, tanpa memahami gagasan visi-misi capresnya. aku tidak akan me-judge mereka, karena bagiku itu sah-sah saja; hak warga negara buat memilih dengan alasan apapun. sepertinya indonesia butuh waktu untuk dipimpin oleh orang-orang yang punya gagasan hebat, gagasan detail, dan gagasan yang bertumbuh seiring perkembangan zaman. kita memang butuh waktu yang panjang untuk mengangkat pemimpin yang cerdas dan punya wawasan yang luas. itãƒâ¢ã‚â‚¬ã‚â„¢s okay, umur indonesia masih panjang dan negeri ini masih terlalu muda untuk mengerti apa itu meritokrasi. [re dayatpiliang]"
politik,"rt ini fakta yg sebenarnya, justru pak prabowolah yg banyak menyerang personal ke pak anies https://t.co/fs3avn1q6b [re msaid_didu]"
politik,"rt ini gen z yang cerdas bukan yang korban hoax dan korban buzzer atau tdk melek politik,gen z ini sebegitu jelas menerangkan so sok pak anies https://t.co/tfble8u5ve [re cutsarina5]"
politik,rt ini gua udah berhasil counter. walaupun di pilih anies tapi masih ragu karena dia nolak rohingnya. gua berhasil meyakinkannya karena biaya nolong mereka nggak pake apbd. awalnya dia anti banget tuh. indonesia harus milik pribumi. pas gua tanyain gimana itu timnas indonesia.. [re supaidaman18]
politik,rt ini ilmu sangat mahal... hal yg disampaikan dari hati akan sampai ke hati siapa saja yg mendengarkannya... abah anies memberikan ilmu dalam kehidupan berkeluarga yg sangat menyentuh hati... simak guys... #aminajadulu #aniesmuhaimin2024 https://t.co/la722lucmv [re bangpino__]
politik,"rt ini juga bukti nyata kalau ayah prabowo itu pemersatu mereka (gus ipul dan khofifah) adalah lawan politik saat pilgub jatim.. hari ini mereka bergandengan tangan untuk wujudkan mimpi2 rakyat indonesia.. ayahbowogbran palingsejuk punya cara terbaik untuk mengatasi masalah dan menemukan solusi, bagi menuntaskan problem bangsa. #bolehkokpindah02 milihtulusnya hatipakbowo #prabowogibran2024 #prabowopersatuan #adilmakmur [re bengkeldodo]"
politik,rt ini kan orang demokrat ya? mgkn dia blm msk partai demokrat saat andi arif marah2 ngatain prabowo jendral kardus krn ahy gak jd cawapres prabowo. gitu kan sob? https://t.co/pekzzmsjom [re umarsyadathsb__]
politik,"rt ini kata kunci nya ""harga diri rakyat"" yg ingin di angkat oleh pak anies, bukan sebagai pemilik tangan dibawah, namun pemilik tangan diatas... apologize to anies anies deserve better #gerombolansiberat panik #pahitmaniesalwayswithanies https://t.co/vuwfvu3sw9 [re vjbarkat]"
politik,"rt ini kronologi anies nekat revisi ump, naik jadi rp 4,6 juta! https://t.co/gpkbc0jmje momen gubernur anies temui buruh, ngemper bareng hingga jawab protes soal ump 2022 https://t.co/a5xjyunwhw [re bospurwa]"
politik,"rt ini lah hasil dari kinerja pak prabowo selama ini, benar benar nyata tidak hanya dimulut saja. maka nya elektabilitas nya masih terpantau paling atas #kinerjabukanomonomon https://t.co/sbyvgporw3 [re maharanie80]"
politik,rt ini mataram ntb bozzzãƒâ¢ã‚â‚¬ã‚â¼ãƒâ¯ã‚â¸ã‚â bersama ganjar selamatkan demokrasi. #asalbukanprabowo #asalbukanprabowogibran https://t.co/knxqz9zih6 [re s4n_w1b1]
